Year,Host,Team,Goals_Scored,Goals_Conceded,Goal_Differential,Points,Is_Host
2022,Qatar,Argentina,3,3,0,1,False
2022,Qatar,Croatia,2,1,1,3,False
2022,Qatar,France,2,0,2,3,False
2022,Qatar,Argentina,3,0,3,3,False
2022,Qatar,Morocco,1,0,1,3,False
2022,Qatar,England,1,2,-1,0,False
2022,Qatar,Croatia,1,1,0,1,False
2022,Qatar,Netherlands,2,2,0,1,False
2022,Qatar,Morocco,0,0,0,1,False
2022,Qatar,Portugal,6,1,5,3,False
2022,Qatar,Japan,1,1,0,1,False
2022,Qatar,Brazil,4,1,3,3,False
2022,Qatar,France,3,1,2,3,False
2022,Qatar,England,3,0,3,3,False
2022,Qatar,Netherlands,3,1,2,3,False
2022,Qatar,Argentina,2,1,1,3,False
2022,Qatar,Korea Republic,2,1,1,3,False
2022,Qatar,Ghana,0,2,-2,0,False
2022,Qatar,Cameroon,1,0,1,3,False
2022,Qatar,Serbia,2,3,-1,0,False
2022,Qatar,Canada,1,2,-1,0,False
2022,Qatar,Croatia,0,0,0,1,False
2022,Qatar,Costa Rica,2,4,-2,0,False
2022,Qatar,Japan,2,1,1,3,False
2022,Qatar,Australia,1,0,1,3,False
2022,Qatar,Tunisia,1,0,1,3,False
2022,Qatar,Saudi Arabia,1,2,-1,0,False
2022,Qatar,Poland,0,2,-2,0,False
2022,Qatar,Ecuador,1,2,-1,0,False
2022,Qatar,Netherlands,2,0,2,3,False
2022,Qatar,IR Iran,0,1,-1,0,False
2022,Qatar,Wales,0,3,-3,0,False
2022,Qatar,Cameroon,3,3,0,1,False
2022,Qatar,Korea Republic,2,3,-1,0,False
2022,Qatar,Brazil,1,0,1,3,False
2022,Qatar,Portugal,2,0,2,3,False
2022,Qatar,Japan,0,1,-1,0,False
2022,Qatar,Belgium,0,2,-2,0,False
2022,Qatar,Croatia,4,1,3,3,False
2022,Qatar,Spain,1,1,0,1,False
2022,Qatar,Tunisia,0,1,-1,0,False
2022,Qatar,Poland,2,0,2,3,False
2022,Qatar,France,2,1,1,3,False
2022,Qatar,Argentina,2,0,2,3,False
2022,Qatar,Wales,0,2,-2,0,False
2022,Qatar,Qatar,1,3,-2,0,True
2022,Qatar,Netherlands,1,1,0,1,False
2022,Qatar,England,0,0,0,1,False
2022,Qatar,Switzerland,1,0,1,3,False
2022,Qatar,Uruguay,0,0,0,1,False
2022,Qatar,Portugal,3,2,1,3,False
2022,Qatar,Brazil,2,0,2,3,False
2022,Qatar,Morocco,0,0,0,1,False
2022,Qatar,Germany,1,2,-1,0,False
2022,Qatar,Spain,7,0,7,3,False
2022,Qatar,Belgium,1,0,1,3,False
2022,Qatar,Argentina,1,2,-1,0,False
2022,Qatar,Denmark,0,0,0,1,False
2022,Qatar,Mexico,0,0,0,1,False
2022,Qatar,France,4,1,3,3,False
2022,Qatar,England,6,2,4,3,False
2022,Qatar,Senegal,0,2,-2,0,False
2022,Qatar,United States,1,1,0,1,False
2022,Qatar,Qatar,0,2,-2,0,True
2018,Russia,France,4,2,2,3,False
2018,Russia,Belgium,2,0,2,3,False
2018,Russia,Croatia,2,1,1,3,False
2018,Russia,France,1,0,1,3,False
2018,Russia,Sweden,0,2,-2,0,False
2018,Russia,Russia,2,2,0,1,True
2018,Russia,Uruguay,0,2,-2,0,False
2018,Russia,Brazil,1,2,-1,0,False
2018,Russia,Sweden,1,0,1,3,False
2018,Russia,Colombia,1,1,0,1,False
2018,Russia,Brazil,2,0,2,3,False
2018,Russia,Belgium,3,2,1,3,False
2018,Russia,Spain,1,1,0,1,False
2018,Russia,Croatia,1,1,0,1,False
2018,Russia,France,4,3,1,3,False
2018,Russia,Uruguay,2,1,1,3,False
2018,Russia,Japan,0,1,-1,0,False
2018,Russia,Senegal,0,1,-1,0,False
2018,Russia,England,0,1,-1,0,False
2018,Russia,Panama,1,2,-1,0,False
2018,Russia,Korea Republic,2,0,2,3,False
2018,Russia,Mexico,0,3,-3,0,False
2018,Russia,Switzerland,2,2,0,1,False
2018,Russia,Serbia,0,2,-2,0,False
2018,Russia,Australia,0,2,-2,0,False
2018,Russia,Denmark,0,0,0,1,False
2018,Russia,Iceland,1,2,-1,0,False
2018,Russia,Nigeria,1,2,-1,0,False
2018,Russia,Saudi Arabia,2,1,1,3,False
2018,Russia,Uruguay,3,0,3,3,False
2018,Russia,Spain,2,2,0,1,False
2018,Russia,IR Iran,1,1,0,1,False
2018,Russia,England,6,1,5,3,False
2018,Russia,Japan,2,2,0,1,False
2018,Russia,Poland,0,3,-3,0,False
2018,Russia,Belgium,5,2,3,3,False
2018,Russia,Korea Republic,1,2,-1,0,False
2018,Russia,Germany,2,1,1,3,False
2018,Russia,Brazil,2,0,2,3,False
2018,Russia,Nigeria,2,0,2,3,False
2018,Russia,Serbia,1,2,-1,0,False
2018,Russia,Denmark,1,1,0,1,False
2018,Russia,France,1,0,1,3,False
2018,Russia,Argentina,0,3,-3,0,False
2018,Russia,Portugal,1,0,1,3,False
2018,Russia,Uruguay,1,0,1,3,False
2018,Russia,IR Iran,0,1,-1,0,False
2018,Russia,Colombia,1,2,-1,0,False
2018,Russia,Poland,1,2,-1,0,False
2018,Russia,Russia,3,1,2,3,True
2018,Russia,Sweden,1,0,1,3,False
2018,Russia,Belgium,3,0,3,3,False
2018,Russia,Tunisia,1,2,-1,0,False
2018,Russia,Costa Rica,0,1,-1,0,False
2018,Russia,Germany,0,1,-1,0,False
2018,Russia,Brazil,1,1,0,1,False
2018,Russia,France,2,1,1,3,False
2018,Russia,Argentina,1,1,0,1,False
2018,Russia,Peru,0,1,-1,0,False
2018,Russia,Croatia,2,0,2,3,False
2018,Russia,Egypt,0,1,-1,0,False
2018,Russia,Morocco,0,1,-1,0,False
2018,Russia,Portugal,3,3,0,1,False
2018,Russia,Russia,5,0,5,3,True
2014,Brazil,Germany,1,0,1,3,False
2014,Brazil,Brazil,0,3,-3,0,True
2014,Brazil,Netherlands,0,0,0,1,False
2014,Brazil,Brazil,1,7,-6,0,True
2014,Brazil,Argentina,1,0,1,3,False
2014,Brazil,Netherlands,0,0,0,1,False
2014,Brazil,France,0,1,-1,0,False
2014,Brazil,Brazil,2,1,1,3,True
2014,Brazil,Argentina,1,0,1,3,False
2014,Brazil,Belgium,2,1,1,3,False
2014,Brazil,France,2,0,2,3,False
2014,Brazil,Germany,2,1,1,3,False
2014,Brazil,Netherlands,2,1,1,3,False
2014,Brazil,Costa Rica,1,1,0,1,False
2014,Brazil,Brazil,1,1,0,1,True
2014,Brazil,Colombia,2,0,2,3,False
2014,Brazil,United States,0,1,-1,0,False
2014,Brazil,Portugal,2,1,1,3,False
2014,Brazil,Korea Republic,0,1,-1,0,False
2014,Brazil,Algeria,1,1,0,1,False
2014,Brazil,Bosnia and Herzegovina,3,1,2,3,False
2014,Brazil,Nigeria,2,3,-1,0,False
2014,Brazil,Honduras,0,3,-3,0,False
2014,Brazil,Ecuador,0,0,0,1,False
2014,Brazil,Costa Rica,0,0,0,1,False
2014,Brazil,Italy,0,1,-1,0,False
2014,Brazil,Japan,1,4,-3,0,False
2014,Brazil,Greece,2,1,1,3,False
2014,Brazil,Australia,0,3,-3,0,False
2014,Brazil,Netherlands,2,0,2,3,False
2014,Brazil,Croatia,1,3,-2,0,False
2014,Brazil,Cameroon,1,4,-3,0,False
2014,Brazil,Belgium,1,0,1,3,False
2014,Brazil,Korea Republic,2,4,-2,0,False
2014,Brazil,United States,2,2,0,1,False
2014,Brazil,Argentina,1,0,1,3,False
2014,Brazil,Germany,2,2,0,1,False
2014,Brazil,Nigeria,1,0,1,3,False
2014,Brazil,Italy,0,1,-1,0,False
2014,Brazil,Switzerland,2,5,-3,0,False
2014,Brazil,Honduras,1,2,-1,0,False
2014,Brazil,Colombia,2,1,1,3,False
2014,Brazil,Uruguay,2,1,1,3,False
2014,Brazil,Japan,0,0,0,1,False
2014,Brazil,Australia,2,3,-1,0,False
2014,Brazil,Spain,0,2,-2,0,False
2014,Brazil,Cameroon,0,4,-4,0,False
2014,Brazil,Belgium,2,1,1,3,False
2014,Brazil,Brazil,0,0,0,1,True
2014,Brazil,Russia,1,1,0,1,False
2014,Brazil,Germany,4,0,4,3,False
2014,Brazil,IR Iran,0,0,0,1,False
2014,Brazil,Ghana,1,2,-1,0,False
2014,Brazil,Switzerland,2,1,1,3,False
2014,Brazil,France,3,0,3,3,False
2014,Brazil,Argentina,2,1,1,3,False
2014,Brazil,Colombia,3,0,3,3,False
2014,Brazil,Uruguay,1,3,-2,0,False
2014,Brazil,England,1,2,-1,0,False
2014,Brazil,Côte d'Ivoire,2,1,1,3,False
2014,Brazil,Mexico,1,0,1,3,False
2014,Brazil,Spain,1,5,-4,0,False
2014,Brazil,Chile,3,1,2,3,False
2014,Brazil,Brazil,3,1,2,3,True
2010,South Africa,Netherlands,0,1,-1,0,False
2010,South Africa,Uruguay,2,3,-1,0,False
2010,South Africa,Germany,0,1,-1,0,False
2010,South Africa,Uruguay,2,3,-1,0,False
2010,South Africa,Argentina,0,4,-4,0,False
2010,South Africa,Paraguay,0,1,-1,0,False
2010,South Africa,Netherlands,2,1,1,3,False
2010,South Africa,Uruguay,1,1,0,1,False
2010,South Africa,Paraguay,0,0,0,1,False
2010,South Africa,Spain,1,0,1,3,False
2010,South Africa,Netherlands,2,1,1,3,False
2010,South Africa,Brazil,3,0,3,3,False
2010,South Africa,Germany,4,1,3,3,False
2010,South Africa,Argentina,3,1,2,3,False
2010,South Africa,Uruguay,2,1,1,3,False
2010,South Africa,United States,1,2,-1,0,False
2010,South Africa,Portugal,0,0,0,1,False
2010,South Africa,Korea DPR,0,3,-3,0,False
2010,South Africa,Chile,1,2,-1,0,False
2010,South Africa,Switzerland,0,0,0,1,False
2010,South Africa,Paraguay,0,0,0,1,False
2010,South Africa,Slovakia,3,2,1,3,False
2010,South Africa,Denmark,1,3,-2,0,False
2010,South Africa,Cameroon,1,2,-1,0,False
2010,South Africa,Slovenia,0,1,-1,0,False
2010,South Africa,United States,1,0,1,3,False
2010,South Africa,Ghana,0,1,-1,0,False
2010,South Africa,Australia,2,1,1,3,False
2010,South Africa,Mexico,0,1,-1,0,False
2010,South Africa,France,1,2,-1,0,False
2010,South Africa,Nigeria,2,2,0,1,False
2010,South Africa,Greece,0,2,-2,0,False
2010,South Africa,Portugal,7,0,7,3,False
2010,South Africa,Chile,1,0,1,3,False
2010,South Africa,Spain,2,0,2,3,False
2010,South Africa,Slovakia,0,2,-2,0,False
2010,South Africa,Italy,1,1,0,1,False
2010,South Africa,Brazil,3,1,2,3,False
2010,South Africa,Netherlands,1,0,1,3,False
2010,South Africa,Ghana,1,1,0,1,False
2010,South Africa,Cameroon,1,2,-1,0,False
2010,South Africa,Germany,0,1,-1,0,False
2010,South Africa,Slovenia,2,2,0,1,False
2010,South Africa,England,0,0,0,1,False
2010,South Africa,Argentina,4,1,3,3,False
2010,South Africa,Greece,2,1,1,3,False
2010,South Africa,France,0,2,-2,0,False
2010,South Africa,Honduras,0,1,-1,0,False
2010,South Africa,Spain,0,1,-1,0,False
2010,South Africa,South Africa,0,3,-3,0,True
2010,South Africa,New Zealand,1,1,0,1,False
2010,South Africa,Côte d'Ivoire,0,0,0,1,False
2010,South Africa,Brazil,2,1,1,3,False
2010,South Africa,Netherlands,2,0,2,3,False
2010,South Africa,Japan,1,0,1,3,False
2010,South Africa,Italy,1,1,0,1,False
2010,South Africa,Algeria,0,1,-1,0,False
2010,South Africa,Serbia,0,1,-1,0,False
2010,South Africa,Germany,4,0,4,3,False
2010,South Africa,Korea Republic,2,0,2,3,False
2010,South Africa,Argentina,1,0,1,3,False
2010,South Africa,England,1,1,0,1,False
2010,South Africa,South Africa,1,1,0,1,True
2010,South Africa,Uruguay,0,0,0,1,False
2006,Germany,Italy,1,1,0,1,False
2006,Germany,Germany,3,1,2,3,True
2006,Germany,Portugal,0,1,-1,0,False
2006,Germany,Germany,0,2,-2,0,True
2006,Germany,England,0,0,0,1,False
2006,Germany,Brazil,0,1,-1,0,False
2006,Germany,Germany,1,1,0,1,True
2006,Germany,Italy,3,0,3,3,False
2006,Germany,Brazil,3,0,3,3,False
2006,Germany,Spain,1,3,-2,0,False
2006,Germany,Italy,1,0,1,3,False
2006,Germany,Switzerland,0,0,0,1,False
2006,Germany,England,1,0,1,3,False
2006,Germany,Portugal,1,0,1,3,False
2006,Germany,Germany,2,0,2,3,True
2006,Germany,Argentina,2,1,1,3,False
2006,Germany,Saudi Arabia,0,1,-1,0,False
2006,Germany,Ukraine,1,0,1,3,False
2006,Germany,Togo,0,2,-2,0,False
2006,Germany,Switzerland,2,0,2,3,False
2006,Germany,Ghana,2,1,1,3,False
2006,Germany,Czech Republic,0,2,-2,0,False
2006,Germany,Japan,1,4,-3,0,False
2006,Germany,Croatia,2,2,0,1,False
2006,Germany,Portugal,2,1,1,3,False
2006,Germany,IR Iran,1,1,0,1,False
2006,Germany,Côte d'Ivoire,3,2,1,3,False
2006,Germany,Netherlands,0,0,0,1,False
2006,Germany,Costa Rica,1,2,-1,0,False
2006,Germany,Ecuador,0,3,-3,0,False
2006,Germany,Paraguay,2,0,2,3,False
2006,Germany,Sweden,2,2,0,1,False
2006,Germany,Togo,0,2,-2,0,False
2006,Germany,Saudi Arabia,0,4,-4,0,False
2006,Germany,Spain,3,1,2,3,False
2006,Germany,Japan,0,0,0,1,False
2006,Germany,Brazil,2,0,2,3,False
2006,Germany,France,1,1,0,1,False
2006,Germany,Portugal,2,0,2,3,False
2006,Germany,Czech Republic,0,2,-2,0,False
2006,Germany,Italy,1,1,0,1,False
2006,Germany,Argentina,6,0,6,3,False
2006,Germany,Netherlands,2,1,1,3,False
2006,Germany,Mexico,0,0,0,1,False
2006,Germany,Ecuador,3,0,3,3,False
2006,Germany,England,2,0,2,3,False
2006,Germany,Sweden,1,0,1,3,False
2006,Germany,Spain,4,0,4,3,False
2006,Germany,Tunisia,2,2,0,1,False
2006,Germany,Germany,1,0,1,3,True
2006,Germany,Korea Republic,2,1,1,3,False
2006,Germany,France,0,0,0,1,False
2006,Germany,Brazil,1,0,1,3,False
2006,Germany,Australia,3,1,2,3,False
2006,Germany,United States,0,3,-3,0,False
2006,Germany,Italy,2,0,2,3,False
2006,Germany,Serbia and Montenegro,0,1,-1,0,False
2006,Germany,Mexico,3,1,2,3,False
2006,Germany,Angola,0,1,-1,0,False
2006,Germany,England,1,0,1,3,False
2006,Germany,Trinidad and Tobago,0,0,0,1,False
2006,Germany,Argentina,2,1,1,3,False
2006,Germany,Germany,4,2,2,3,True
2006,Germany,Poland,0,2,-2,0,False
2002,"Korea Republic, Japan",Germany,0,2,-2,0,False
2002,"Korea Republic, Japan",Korea Republic,2,3,-1,0,False
2002,"Korea Republic, Japan",Brazil,1,0,1,3,False
2002,"Korea Republic, Japan",Germany,1,0,1,3,False
2002,"Korea Republic, Japan",Spain,0,0,0,1,False
2002,"Korea Republic, Japan",Senegal,0,1,-1,0,False
2002,"Korea Republic, Japan",England,1,2,-1,0,False
2002,"Korea Republic, Japan",Germany,1,0,1,3,False
2002,"Korea Republic, Japan",Japan,0,1,-1,0,False
2002,"Korea Republic, Japan",Korea Republic,2,1,1,3,False
2002,"Korea Republic, Japan",Mexico,0,2,-2,0,False
2002,"Korea Republic, Japan",Brazil,2,0,2,3,False
2002,"Korea Republic, Japan",Sweden,1,2,-1,0,False
2002,"Korea Republic, Japan",Spain,1,1,0,1,False
2002,"Korea Republic, Japan",Germany,1,0,1,3,False
2002,"Korea Republic, Japan",Denmark,0,3,-3,0,False
2002,"Korea Republic, Japan",Tunisia,0,2,-2,0,False
2002,"Korea Republic, Japan",Belgium,3,2,1,3,False
2002,"Korea Republic, Japan",Portugal,0,1,-1,0,False
2002,"Korea Republic, Japan",Poland,3,1,2,3,False
2002,"Korea Republic, Japan",Costa Rica,2,5,-3,0,False
2002,"Korea Republic, Japan",Türkiye,3,0,3,3,False
2002,"Korea Republic, Japan",Mexico,1,1,0,1,False
2002,"Korea Republic, Japan",Ecuador,1,0,1,3,False
2002,"Korea Republic, Japan",Sweden,1,1,0,1,False
2002,"Korea Republic, Japan",Nigeria,0,0,0,1,False
2002,"Korea Republic, Japan",South Africa,2,3,-1,0,False
2002,"Korea Republic, Japan",Slovenia,1,3,-2,0,False
2002,"Korea Republic, Japan",Denmark,2,0,2,3,False
2002,"Korea Republic, Japan",Senegal,3,3,0,1,False
2002,"Korea Republic, Japan",Saudi Arabia,0,3,-3,0,False
2002,"Korea Republic, Japan",Cameroon,0,2,-2,0,False
2002,"Korea Republic, Japan",Korea Republic,1,1,0,1,False
2002,"Korea Republic, Japan",Tunisia,1,1,0,1,False
2002,"Korea Republic, Japan",Portugal,4,0,4,3,False
2002,"Korea Republic, Japan",Mexico,2,1,1,3,False
2002,"Korea Republic, Japan",Costa Rica,1,1,0,1,False
2002,"Korea Republic, Japan",Japan,1,0,1,3,False
2002,"Korea Republic, Japan",South Africa,1,0,1,3,False
2002,"Korea Republic, Japan",Italy,1,2,-1,0,False
2002,"Korea Republic, Japan",Brazil,4,0,4,3,False
2002,"Korea Republic, Japan",Sweden,2,1,1,3,False
2002,"Korea Republic, Japan",Spain,3,1,2,3,False
2002,"Korea Republic, Japan",Argentina,0,1,-1,0,False
2002,"Korea Republic, Japan",Denmark,1,1,0,1,False
2002,"Korea Republic, Japan",Cameroon,1,0,1,3,False
2002,"Korea Republic, Japan",France,0,0,0,1,False
2002,"Korea Republic, Japan",Russia,2,0,2,3,False
2002,"Korea Republic, Japan",United States,3,2,1,3,False
2002,"Korea Republic, Japan",Germany,1,1,0,1,False
2002,"Korea Republic, Japan",China PR,0,2,-2,0,False
2002,"Korea Republic, Japan",Japan,2,2,0,1,False
2002,"Korea Republic, Japan",Korea Republic,2,0,2,3,False
2002,"Korea Republic, Japan",Croatia,0,1,-1,0,False
2002,"Korea Republic, Japan",Brazil,2,1,1,3,False
2002,"Korea Republic, Japan",Italy,2,0,2,3,False
2002,"Korea Republic, Japan",Argentina,1,0,1,3,False
2002,"Korea Republic, Japan",Paraguay,2,2,0,1,False
2002,"Korea Republic, Japan",England,1,1,0,1,False
2002,"Korea Republic, Japan",Spain,3,1,2,3,False
2002,"Korea Republic, Japan",Republic of Ireland,1,1,0,1,False
2002,"Korea Republic, Japan",Uruguay,1,2,-1,0,False
2002,"Korea Republic, Japan",Germany,8,0,8,3,False
2002,"Korea Republic, Japan",France,0,1,-1,0,False
1998,France,Brazil,0,3,-3,0,False
1998,France,Netherlands,1,2,-1,0,False
1998,France,France,2,1,1,3,True
1998,France,Brazil,1,1,0,1,False
1998,France,Netherlands,2,1,1,3,False
1998,France,Germany,0,3,-3,0,False
1998,France,Italy,0,0,0,1,False
1998,France,Brazil,3,2,1,3,False
1998,France,Romania,0,1,-1,0,False
1998,France,Argentina,2,2,0,1,False
1998,France,Germany,2,1,1,3,False
1998,France,Netherlands,2,1,1,3,False
1998,France,France,1,0,1,3,True
1998,France,Nigeria,1,4,-3,0,False
1998,France,Italy,1,0,1,3,False
1998,France,Brazil,4,1,3,3,False
1998,France,Argentina,1,0,1,3,False
1998,France,Japan,1,2,-1,0,False
1998,France,Romania,1,1,0,1,False
1998,France,Colombia,0,2,-2,0,False
1998,France,Netherlands,2,2,0,1,False
1998,France,Belgium,1,1,0,1,False
1998,France,United States,0,1,-1,0,False
1998,France,Germany,2,0,2,3,False
1998,France,South Africa,2,2,0,1,False
1998,France,France,2,1,1,3,True
1998,France,Spain,6,1,5,3,False
1998,France,Nigeria,1,3,-2,0,False
1998,France,Italy,2,1,1,3,False
1998,France,Chile,1,1,0,1,False
1998,France,Brazil,1,2,-1,0,False
1998,France,Scotland,0,3,-3,0,False
1998,France,Colombia,1,0,1,3,False
1998,France,Romania,2,1,1,3,False
1998,France,Germany,2,2,0,1,False
1998,France,Argentina,5,0,5,3,False
1998,France,United States,1,2,-1,0,False
1998,France,Japan,0,1,-1,0,False
1998,France,Belgium,2,2,0,1,False
1998,France,Netherlands,5,0,5,3,False
1998,France,Nigeria,1,0,1,3,False
1998,France,Spain,0,0,0,1,False
1998,France,South Africa,1,1,0,1,False
1998,France,France,4,0,4,3,True
1998,France,Chile,1,1,0,1,False
1998,France,Italy,3,0,3,3,False
1998,France,Scotland,1,1,0,1,False
1998,France,Brazil,3,0,3,3,False
1998,France,England,2,0,2,3,False
1998,France,Romania,1,0,1,3,False
1998,France,Germany,2,0,2,3,False
1998,France,Argentina,1,0,1,3,False
1998,France,FR Yugoslavia,1,0,1,3,False
1998,France,Jamaica,1,3,-2,0,False
1998,France,Spain,2,3,-1,0,False
1998,France,Korea Republic,1,3,-2,0,False
1998,France,Netherlands,0,0,0,1,False
1998,France,Paraguay,0,0,0,1,False
1998,France,Saudi Arabia,0,1,-1,0,False
1998,France,France,3,0,3,3,True
1998,France,Italy,2,2,0,1,False
1998,France,Cameroon,1,1,0,1,False
1998,France,Brazil,2,1,1,3,False
1998,France,Morocco,2,2,0,1,False
1994,United States,Brazil,0,0,0,1,False
1994,United States,Sweden,4,0,4,3,False
1994,United States,Bulgaria,1,2,-1,0,False
1994,United States,Sweden,0,1,-1,0,False
1994,United States,Bulgaria,2,1,1,3,False
1994,United States,Romania,2,2,0,1,False
1994,United States,Italy,2,1,1,3,False
1994,United States,Netherlands,2,3,-1,0,False
1994,United States,Nigeria,1,2,-1,0,False
1994,United States,Mexico,1,1,0,1,False
1994,United States,Netherlands,2,0,2,3,False
1994,United States,Brazil,1,0,1,3,False
1994,United States,Saudi Arabia,1,3,-2,0,False
1994,United States,Romania,3,2,1,3,False
1994,United States,Germany,3,2,1,3,False
1994,United States,Spain,3,0,3,3,False
1994,United States,Greece,0,2,-2,0,False
