Year,Host,Team,Goals_Scored,Goals_Conceded,Goal_Differential,Points,Is_Host
1994,United States,Norway,0,0,0,1,False
1994,United States,Cameroon,1,6,-5,0,False
1994,United States,Sweden,1,1,0,1,False
1994,United States,Korea Republic,2,3,-1,0,False
1994,United States,Spain,3,1,2,3,False
1994,United States,Greece,0,4,-4,0,False
1994,United States,Romania,1,0,1,3,False
1994,United States,Colombia,2,0,2,3,False
1994,United States,Netherlands,0,1,-1,0,False
1994,United States,Morocco,1,2,-1,0,False
1994,United States,Nigeria,1,2,-1,0,False
1994,United States,Republic of Ireland,1,2,-1,0,False
1994,United States,Cameroon,0,3,-3,0,False
1994,United States,Russia,1,3,-2,0,False
1994,United States,Norway,0,1,-1,0,False
1994,United States,Bolivia,0,0,0,1,False
1994,United States,Switzerland,4,1,3,3,False
1994,United States,Colombia,1,2,-1,0,False
1994,United States,Greece,0,4,-4,0,False
1994,United States,Spain,1,1,0,1,False
1994,United States,Bulgaria,0,3,-3,0,False
1994,United States,Russia,0,2,-2,0,False
1994,United States,Saudi Arabia,1,2,-1,0,False
1994,United States,Morocco,0,1,-1,0,False
1994,United States,Mexico,0,1,-1,0,False
1994,United States,Sweden,2,2,0,1,False
1994,United States,Switzerland,1,1,0,1,False
1994,United States,Republic of Ireland,1,0,1,3,False
1994,United States,Romania,3,1,2,3,False
1994,United States,Bolivia,0,1,-1,0,False
1994,United States,Korea Republic,2,2,0,1,False
1990,Italy,Argentina,0,1,-1,0,False
1990,Italy,England,1,2,-1,0,False
1990,Italy,England,1,1,0,1,False
1990,Italy,Argentina,1,1,0,1,False
1990,Italy,Czech Republic,0,1,-1,0,False
1990,Italy,Cameroon,2,3,-1,0,False
1990,Italy,Argentina,0,0,0,1,False
1990,Italy,Republic of Ireland,0,1,-1,0,False
1990,Italy,Yugoslavia,2,1,1,3,False
1990,Italy,Belgium,0,1,-1,0,False
1990,Italy,Romania,0,0,0,1,False
1990,Italy,Uruguay,0,2,-2,0,False
1990,Italy,Argentina,1,0,1,3,False
1990,Italy,Netherlands,1,2,-1,0,False
1990,Italy,Colombia,1,2,-1,0,False
1990,Italy,Costa Rica,1,4,-3,0,False
1990,Italy,Spain,2,1,1,3,False
1990,Italy,Uruguay,1,0,1,3,False
1990,Italy,Netherlands,1,1,0,1,False
1990,Italy,Egypt,0,1,-1,0,False
1990,Italy,Costa Rica,2,1,1,3,False
1990,Italy,Scotland,0,1,-1,0,False
1990,Italy,Colombia,1,1,0,1,False
1990,Italy,United Arab Emirates,1,4,-3,0,False
1990,Italy,United States,1,2,-1,0,False
1990,Italy,Czech Republic,0,2,-2,0,False
1990,Italy,Romania,1,1,0,1,False
1990,Italy,Russia,4,0,4,3,False
1990,Italy,Egypt,0,0,0,1,False
1990,Italy,Uruguay,1,3,-2,0,False
1990,Italy,Spain,3,1,2,3,False
1990,Italy,Costa Rica,0,1,-1,0,False
1990,Italy,Netherlands,0,0,0,1,False
1990,Italy,Scotland,2,1,1,3,False
1990,Italy,Czech Republic,1,0,1,3,False
1990,Italy,United Arab Emirates,1,5,-4,0,False
1990,Italy,Colombia,0,1,-1,0,False
1990,Italy,Romania,1,2,-1,0,False
1990,Italy,United States,0,1,-1,0,False
1990,Italy,Spain,0,0,0,1,False
1990,Italy,Russia,0,2,-2,0,False
1990,Italy,Korea Republic,0,2,-2,0,False
1990,Italy,Egypt,1,1,0,1,False
1990,Italy,Scotland,0,1,-1,0,False
1990,Italy,Republic of Ireland,1,1,0,1,False
1990,Italy,Czech Republic,5,1,4,3,False
1990,Italy,Yugoslavia,1,4,-3,0,False
1990,Italy,Sweden,1,2,-1,0,False
1990,Italy,Colombia,2,0,2,3,False
1990,Italy,Romania,2,0,2,3,False
1990,Italy,Austria,0,1,-1,0,False
1990,Italy,Cameroon,1,0,1,3,False
1986,Mexico,Germany,2,3,-1,0,False
1986,Mexico,Belgium,2,4,-2,0,False
1986,Mexico,Germany,2,0,2,3,False
1986,Mexico,Belgium,0,2,-2,0,False
1986,Mexico,England,1,2,-1,0,False
1986,Mexico,Belgium,1,1,0,1,False
1986,Mexico,France,1,1,0,1,False
1986,Mexico,Mexico,0,0,0,1,True
1986,Mexico,Paraguay,0,3,-3,0,False
1986,Mexico,Spain,5,1,4,3,False
1986,Mexico,France,2,0,2,3,False
1986,Mexico,Germany,1,0,1,3,False
1986,Mexico,Poland,0,4,-4,0,False
1986,Mexico,Uruguay,0,1,-1,0,False
1986,Mexico,Bulgaria,0,2,-2,0,False
1986,Mexico,Belgium,4,3,1,3,False
1986,Mexico,Uruguay,0,0,0,1,False
1986,Mexico,Germany,0,2,-2,0,False
1986,Mexico,Spain,3,0,3,3,False
1986,Mexico,Brazil,3,0,3,3,False
1986,Mexico,Belgium,2,2,0,1,False
1986,Mexico,Mexico,1,0,1,3,True
1986,Mexico,Poland,0,3,-3,0,False
1986,Mexico,Morocco,3,1,2,3,False
1986,Mexico,Bulgaria,0,2,-2,0,False
1986,Mexico,Italy,3,2,1,3,False
1986,Mexico,Canada,0,2,-2,0,False
1986,Mexico,France,3,0,3,3,False
1986,Mexico,Scotland,1,2,-1,0,False
1986,Mexico,Belgium,2,1,1,3,False
1986,Mexico,Uruguay,1,6,-5,0,False
1986,Mexico,Paraguay,1,1,0,1,False
1986,Mexico,Spain,2,1,1,3,False
1986,Mexico,Portugal,0,1,-1,0,False
1986,Mexico,Algeria,0,1,-1,0,False
1986,Mexico,Canada,0,2,-2,0,False
1986,Mexico,Morocco,0,0,0,1,False
1986,Mexico,Argentina,1,1,0,1,False
1986,Mexico,Russia,1,1,0,1,False
1986,Mexico,Bulgaria,1,1,0,1,False
1986,Mexico,Iraq,0,1,-1,0,False
1986,Mexico,Germany,1,1,0,1,False
1986,Mexico,Denmark,1,0,1,3,False
1986,Mexico,Mexico,2,1,1,3,True
1986,Mexico,Northern Ireland,1,1,0,1,False
1986,Mexico,England,0,1,-1,0,False
1986,Mexico,Hungary,0,6,-6,0,False
1986,Mexico,Korea Republic,1,3,-2,0,False
1986,Mexico,Poland,0,0,0,1,False
1986,Mexico,Brazil,1,0,1,3,False
1986,Mexico,France,1,0,1,3,False
1986,Mexico,Italy,1,1,0,1,False
1982,Spain,Germany,1,3,-2,0,False
1982,Spain,France,2,3,-1,0,False
1982,Spain,Italy,2,0,2,3,False
1982,Spain,France,3,3,0,1,False
1982,Spain,Brazil,2,3,-1,0,False
1982,Spain,England,0,0,0,1,False
1982,Spain,Northern Ireland,1,4,-3,0,False
1982,Spain,Russia,0,0,0,1,False
1982,Spain,Brazil,3,1,2,3,False
1982,Spain,Spain,1,2,-1,0,True
1982,Spain,Northern Ireland,2,2,0,1,False
1982,Spain,Russia,1,0,1,3,False
1982,Spain,Argentina,1,2,-1,0,False
1982,Spain,England,0,0,0,1,False
1982,Spain,France,1,0,1,3,False
1982,Spain,Belgium,0,3,-3,0,False
1982,Spain,Kuwait,0,1,-1,0,False
1982,Spain,Austria,0,1,-1,0,False
1982,Spain,Spain,0,1,-1,0,True
1982,Spain,Czech Republic,1,1,0,1,False
1982,Spain,Chile,2,3,-1,0,False
1982,Spain,Yugoslavia,1,0,1,3,False
1982,Spain,Cameroon,1,1,0,1,False
1982,Spain,El Salvador,0,2,-2,0,False
1982,Spain,New Zealand,0,4,-4,0,False
1982,Spain,Peru,1,5,-4,0,False
1982,Spain,Hungary,1,1,0,1,False
1982,Spain,Scotland,2,2,0,1,False
1982,Spain,Austria,2,0,2,3,False
1982,Spain,Kuwait,1,4,-3,0,False
1982,Spain,Northern Ireland,1,1,0,1,False
1982,Spain,Chile,1,4,-3,0,False
1982,Spain,Czech Republic,0,2,-2,0,False
1982,Spain,Yugoslavia,1,2,-1,0,False
1982,Spain,Cameroon,0,0,0,1,False
1982,Spain,New Zealand,0,3,-3,0,False
1982,Spain,El Salvador,0,1,-1,0,False
1982,Spain,Peru,1,1,0,1,False
1982,Spain,Scotland,1,4,-3,0,False
1982,Spain,Hungary,1,4,-3,0,False
1982,Spain,Austria,1,0,1,3,False
1982,Spain,Kuwait,1,1,0,1,False
1982,Spain,Northern Ireland,0,0,0,1,False
1982,Spain,France,1,3,-2,0,False
1982,Spain,Algeria,2,1,1,3,False
1982,Spain,Honduras,1,1,0,1,False
1982,Spain,Cameroon,0,0,0,1,False
1982,Spain,El Salvador,1,10,-9,0,False
1982,Spain,New Zealand,2,5,-3,0,False
1982,Spain,Poland,0,0,0,1,False
1982,Spain,Russia,1,2,-1,0,False
1982,Spain,Belgium,1,0,1,3,False
1978,Argentina,Netherlands,1,3,-2,0,False
1978,Argentina,Italy,1,2,-1,0,False
1978,Argentina,Italy,1,2,-1,0,False
1978,Argentina,Germany,2,3,-1,0,False
1978,Argentina,Poland,1,3,-2,0,False
1978,Argentina,Peru,0,6,-6,0,False
1978,Argentina,Peru,0,1,-1,0,False
1978,Argentina,Netherlands,2,2,0,1,False
1978,Argentina,Austria,0,1,-1,0,False
1978,Argentina,Brazil,0,0,0,1,False
1978,Argentina,Austria,1,5,-4,0,False
1978,Argentina,Italy,0,0,0,1,False
1978,Argentina,Peru,0,3,-3,0,False
1978,Argentina,Poland,0,2,-2,0,False
1978,Argentina,Austria,0,1,-1,0,False
1978,Argentina,Sweden,0,1,-1,0,False
1978,Argentina,IR Iran,1,4,-3,0,False
1978,Argentina,Netherlands,2,3,-1,0,False
1978,Argentina,Hungary,1,3,-2,0,False
1978,Argentina,Mexico,1,3,-2,0,False
1978,Argentina,Tunisia,0,0,0,1,False
1978,Argentina,Argentina,0,1,-1,0,True
1978,Argentina,Sweden,0,1,-1,0,False
1978,Argentina,Spain,0,0,0,1,False
1978,Argentina,Peru,0,0,0,1,False
1978,Argentina,IR Iran,1,1,0,1,False
1978,Argentina,Hungary,1,3,-2,0,False
1978,Argentina,Mexico,0,6,-6,0,False
1978,Argentina,Tunisia,0,1,-1,0,False
1978,Argentina,France,1,2,-1,0,False
1978,Argentina,Brazil,1,1,0,1,False
1978,Argentina,Spain,1,2,-1,0,False
1978,Argentina,Scotland,1,3,-2,0,False
1978,Argentina,IR Iran,0,3,-3,0,False
1978,Argentina,France,1,2,-1,0,False
1978,Argentina,Mexico,1,3,-2,0,False
1978,Argentina,Hungary,1,2,-1,0,False
1978,Argentina,Poland,0,0,0,1,False
1974,Germany,Germany,2,1,1,3,True
1974,Germany,Poland,1,0,1,3,False
1974,Germany,Germany,1,0,1,3,True
1974,Germany,Brazil,0,2,-2,0,False
1974,Germany,Germany DR,1,1,0,1,False
1974,Germany,Yugoslavia,1,2,-1,0,False
1974,Germany,Yugoslavia,1,2,-1,0,False
1974,Germany,Brazil,2,1,1,3,False
1974,Germany,Netherlands,2,0,2,3,False
1974,Germany,Sweden,2,4,-2,0,False
1974,Germany,Germany,2,0,2,3,True
1974,Germany,Germany DR,0,1,-1,0,False
1974,Germany,Poland,1,0,1,3,False
1974,Germany,Argentina,0,4,-4,0,False
1974,Germany,Netherlands,4,1,3,3,False
1974,Germany,Italy,1,2,-1,0,False
1974,Germany,Uruguay,0,3,-3,0,False
1974,Germany,Haiti,1,4,-3,0,False
1974,Germany,Yugoslavia,1,1,0,1,False
1974,Germany,Chile,0,0,0,1,False
1974,Germany,Brazil,3,0,3,3,False
1974,Germany,Germany,0,1,-1,0,True
1974,Germany,Poland,7,0,7,3,False
1974,Germany,Uruguay,1,1,0,1,False
1974,Germany,Sweden,0,0,0,1,False
1974,Germany,Italy,1,1,0,1,False
1974,Germany,Germany,3,0,3,3,True
1974,Germany,Zaire,0,9,-9,0,False
1974,Germany,Germany DR,1,1,0,1,False
1974,Germany,Brazil,0,0,0,1,False
1974,Germany,Netherlands,2,0,2,3,False
1974,Germany,Bulgaria,0,0,0,1,False
1974,Germany,Haiti,1,3,-2,0,False
1974,Germany,Argentina,2,3,-1,0,False
1974,Germany,Chile,0,1,-1,0,False
1974,Germany,Australia,0,2,-2,0,False
1974,Germany,Scotland,2,0,2,3,False
1974,Germany,Yugoslavia,0,0,0,1,False
1970,Mexico,Italy,1,4,-3,0,False
1970,Mexico,Uruguay,0,1,-1,0,False
1970,Mexico,Germany,3,4,-1,0,False
1970,Mexico,Uruguay,1,3,-2,0,False
1970,Mexico,Peru,2,4,-2,0,False
1970,Mexico,Mexico,1,4,-3,0,True
1970,Mexico,Russia,0,1,-1,0,False
1970,Mexico,England,2,3,-1,0,False
1970,Mexico,Belgium,0,1,-1,0,False
1970,Mexico,Israel,0,0,0,1,False
1970,Mexico,Morocco,1,1,0,1,False
1970,Mexico,Czech Republic,0,1,-1,0,False
1970,Mexico,Peru,1,3,-2,0,False
1970,Mexico,Romania,2,3,-1,0,False
1970,Mexico,Uruguay,0,1,-1,0,False
1970,Mexico,El Salvador,0,2,-2,0,False
1970,Mexico,El Salvador,0,4,-4,0,False
1970,Mexico,England,0,1,-1,0,False
1970,Mexico,Bulgaria,2,5,-3,0,False
1970,Mexico,Israel,1,1,0,1,False
1970,Mexico,Czech Republic,1,2,-1,0,False
1970,Mexico,Italy,0,0,0,1,False
1970,Mexico,Belgium,1,4,-3,0,False
1970,Mexico,Morocco,0,3,-3,0,False
1970,Mexico,El Salvador,0,3,-3,0,False
1970,Mexico,Czech Republic,1,4,-3,0,False
1970,Mexico,Sweden,0,1,-1,0,False
1970,Mexico,Morocco,1,2,-1,0,False
1970,Mexico,Romania,0,1,-1,0,False
1970,Mexico,Bulgaria,2,3,-1,0,False
1970,Mexico,Israel,0,2,-2,0,False
1970,Mexico,Russia,0,0,0,1,False
1966,England,Germany,2,4,-2,0,False
1966,England,Russia,1,2,-1,0,False
1966,England,Portugal,1,2,-1,0,False
1966,England,Russia,1,2,-1,0,False
1966,England,Korea DPR,3,5,-2,0,False
1966,England,Argentina,0,1,-1,0,False
1966,England,Hungary,1,2,-1,0,False
1966,England,Uruguay,0,4,-4,0,False
1966,England,France,0,2,-2,0,False
1966,England,Bulgaria,1,3,-2,0,False
1966,England,Spain,1,2,-1,0,False
1966,England,Chile,1,2,-1,0,False
1966,England,Mexico,0,0,0,1,False
1966,England,Switzerland,0,2,-2,0,False
1966,England,Brazil,1,3,-2,0,False
1966,England,Italy,0,1,-1,0,False
1966,England,Argentina,0,0,0,1,False
1966,England,Italy,0,1,-1,0,False
1966,England,Bulgaria,0,3,-3,0,False
1966,England,Mexico,0,2,-2,0,False
1966,England,Switzerland,1,2,-1,0,False
1966,England,France,1,2,-1,0,False
1966,England,Brazil,1,3,-2,0,False
1966,England,Chile,1,1,0,1,False
1966,England,Spain,1,2,-1,0,False
1966,England,Mexico,1,1,0,1,False
1966,England,Chile,0,2,-2,0,False
1966,England,Hungary,1,3,-2,0,False
1966,England,Bulgaria,0,2,-2,0,False
1966,England,Korea DPR,0,3,-3,0,False
1966,England,Switzerland,0,5,-5,0,False
1966,England,Uruguay,0,0,0,1,False
1962,Chile,Czech Republic,1,3,-2,0,False
1962,Chile,Yugoslavia,0,1,-1,0,False
1962,Chile,Chile,2,4,-2,0,True
1962,Chile,Yugoslavia,1,3,-2,0,False
1962,Chile,Russia,1,2,-1,0,False
1962,Chile,England,1,3,-2,0,False
1962,Chile,Hungary,0,1,-1,0,False
1962,Chile,Germany,0,1,-1,0,False
1962,Chile,Bulgaria,0,0,0,1,False
1962,Chile,Czech Republic,1,3,-2,0,False
1962,Chile,Switzerland,0,3,-3,0,False
1962,Chile,Colombia,0,5,-5,0,False
1962,Chile,Chile,0,2,-2,0,True
1962,Chile,Uruguay,1,2,-1,0,False
1962,Chile,Argentina,0,0,0,1,False
1962,Chile,Spain,1,2,-1,0,False
1962,Chile,Mexico,0,1,-1,0,False
1962,Chile,Colombia,4,4,0,1,False
1962,Chile,Bulgaria,1,6,-5,0,False
1962,Chile,Switzerland,1,2,-1,0,False
1962,Chile,Italy,0,2,-2,0,False
1962,Chile,Czech Republic,0,0,0,1,False
1962,Chile,Argentina,1,3,-2,0,False
1962,Chile,Uruguay,1,3,-2,0,False
1962,Chile,Italy,0,0,0,1,False
1962,Chile,England,1,2,-1,0,False
1962,Chile,Spain,0,1,-1,0,False
1962,Chile,Yugoslavia,0,2,-2,0,False
1962,Chile,Switzerland,1,3,-2,0,False
1962,Chile,Colombia,1,2,-1,0,False
1962,Chile,Mexico,0,2,-2,0,False
1962,Chile,Bulgaria,0,1,-1,0,False
1958,Sweden,Sweden,2,5,-3,0,True
1958,Sweden,Germany,3,6,-3,0,False
1958,Sweden,Germany,1,3,-2,0,False
1958,Sweden,France,2,5,-3,0,False
1958,Sweden,Northern Ireland,0,4,-4,0,False
1958,Sweden,Yugoslavia,0,1,-1,0,False
1958,Sweden,Wales,0,1,-1,0,False
1958,Sweden,Russia,0,2,-2,0,False
1958,Sweden,Czech Republic,1,2,-1,0,False
1958,Sweden,Hungary,1,2,-1,0,False
1958,Sweden,England,0,1,-1,0,False
1958,Sweden,Wales,0,0,0,1,False
1958,Sweden,Yugoslavia,3,3,0,1,False
1958,Sweden,Northern Ireland,2,2,0,1,False
1958,Sweden,Argentina,1,6,-5,0,False
1958,Sweden,Austria,2,2,0,1,False
1958,Sweden,Russia,0,2,-2,0,False
1958,Sweden,Mexico,0,4,-4,0,False
1958,Sweden,Scotland,1,2,-1,0,False
1958,Sweden,Hungary,1,2,-1,0,False
1958,Sweden,Austria,0,2,-2,0,False
1958,Sweden,Czech Republic,2,2,0,1,False
1958,Sweden,Northern Ireland,1,3,-2,0,False
1958,Sweden,France,2,3,-1,0,False
1958,Sweden,Scotland,2,3,-1,0,False
1958,Sweden,England,0,0,0,1,False
1958,Sweden,Wales,1,1,0,1,False
1958,Sweden,Mexico,0,3,-3,0,False
1958,Sweden,Czech Republic,0,1,-1,0,False
1958,Sweden,Wales,1,1,0,1,False
1958,Sweden,Scotland,1,1,0,1,False
1958,Sweden,Austria,0,3,-3,0,False
1958,Sweden,England,2,2,0,1,False
1958,Sweden,Paraguay,3,7,-4,0,False
1958,Sweden,Germany,3,1,2,3,False
1954,Switzerland,Hungary,2,3,-1,0,False
1954,Switzerland,Uruguay,1,3,-2,0,False
1954,Switzerland,Uruguay,2,4,-2,0,False
1954,Switzerland,Austria,1,6,-5,0,False
1954,Switzerland,Yugoslavia,0,2,-2,0,False
1954,Switzerland,Brazil,2,4,-2,0,False
1954,Switzerland,England,2,4,-2,0,False
1954,Switzerland,Austria,7,5,2,3,False
1954,Switzerland,Türkiye,2,7,-5,0,False
1954,Switzerland,Italy,1,4,-3,0,False
1954,Switzerland,Germany,3,8,-5,0,False
1954,Switzerland,Korea Republic,0,7,-7,0,False
1954,Switzerland,Belgium,1,4,-3,0,False
1954,Switzerland,England,2,0,2,3,False
1954,Switzerland,Scotland,0,7,-7,0,False
1954,Switzerland,Yugoslavia,1,1,0,1,False
1954,Switzerland,Czech Republic,0,5,-5,0,False
1954,Switzerland,Mexico,2,3,-1,0,False
1954,Switzerland,Italy,1,2,-1,0,False
1954,Switzerland,Korea Republic,0,9,-9,0,False
1954,Switzerland,Türkiye,1,4,-3,0,False
1954,Switzerland,Belgium,4,4,0,1,False
1954,Switzerland,Czech Republic,0,2,-2,0,False
1954,Switzerland,France,0,1,-1,0,False
1954,Switzerland,Mexico,0,5,-5,0,False
1954,Switzerland,Scotland,0,1,-1,0,False
1950,Brazil,Spain,1,3,-2,0,False
1950,Brazil,Brazil,1,2,-1,0,True
1950,Brazil,Spain,1,6,-5,0,False
1950,Brazil,Sweden,2,3,-1,0,False
1950,Brazil,Sweden,1,7,-6,0,False
1950,Brazil,Spain,2,2,0,1,False
1950,Brazil,United States,2,5,-3,0,False
1950,Brazil,Paraguay,0,2,-2,0,False
1950,Brazil,Bolivia,0,8,-8,0,False
1950,Brazil,England,0,1,-1,0,False
1950,Brazil,Mexico,1,2,-1,0,False
1950,Brazil,Yugoslavia,0,2,-2,0,False
1950,Brazil,Chile,0,2,-2,0,False
1950,Brazil,England,0,1,-1,0,False
1950,Brazil,Paraguay,2,2,0,1,False
1950,Brazil,Switzerland,2,2,0,1,False
1950,Brazil,Mexico,1,4,-3,0,False
1950,Brazil,Italy,2,3,-1,0,False
1950,Brazil,Chile,0,2,-2,0,False
1950,Brazil,United States,1,3,-2,0,False
1950,Brazil,Switzerland,0,3,-3,0,False
1950,Brazil,Mexico,0,4,-4,0,False
1938,France,Sweden,2,4,-2,0,False
1938,France,Hungary,2,4,-2,0,False
1938,France,Sweden,1,5,-4,0,False
1938,France,Brazil,1,2,-1,0,False
1938,France,Czech Republic,1,2,-1,0,False
1938,France,Cuba,0,8,-8,0,False
1938,France,Czech Republic,1,1,0,1,False
1938,France,Switzerland,0,2,-2,0,False
1938,France,France,1,3,-2,0,True
1938,France,Germany,2,4,-2,0,False
1938,France,Romania,1,2,-1,0,False
1938,France,Norway,1,2,-1,0,False
1938,France,Romania,3,3,0,1,False
1938,France,Dutch East Indies,0,6,-6,0,False
1938,France,Belgium,1,3,-2,0,False
1938,France,Poland,5,6,-1,0,False
1938,France,Netherlands,0,3,-3,0,False
1938,France,Germany,1,1,0,1,False
1934,Italy,Czech Republic,1,2,-1,0,False
1934,Italy,Austria,2,3,-1,0,False
1934,Italy,Germany,1,3,-2,0,False
1934,Italy,Austria,0,1,-1,0,False
1934,Italy,Spain,0,1,-1,0,False
1934,Italy,Hungary,1,2,-1,0,False
1934,Italy,Switzerland,2,3,-1,0,False
1934,Italy,Spain,1,1,0,1,False
1934,Italy,Sweden,1,2,-1,0,False
1934,Italy,Romania,1,2,-1,0,False
1934,Italy,Egypt,2,4,-2,0,False
1934,Italy,France,2,3,-1,0,False
1934,Italy,Netherlands,2,3,-1,0,False
1934,Italy,Argentina,2,3,-1,0,False
1934,Italy,Brazil,1,3,-2,0,False
1934,Italy,Belgium,2,5,-3,0,False
1934,Italy,United States,1,7,-6,0,False
1930,Uruguay,Argentina,2,4,-2,0,False
1930,Uruguay,Yugoslavia,1,6,-5,0,False
1930,Uruguay,United States,1,6,-5,0,False
1930,Uruguay,Chile,1,3,-2,0,False
1930,Uruguay,Romania,0,4,-4,0,False
1930,Uruguay,Bolivia,0,4,-4,0,False
1930,Uruguay,Belgium,0,1,-1,0,False
1930,Uruguay,France,0,1,-1,0,False
1930,Uruguay,Mexico,3,6,-3,0,False
1930,Uruguay,Peru,0,1,-1,0,False
1930,Uruguay,Bolivia,0,4,-4,0,False
1930,Uruguay,Paraguay,0,3,-3,0,False
1930,Uruguay,Mexico,0,3,-3,0,False
1930,Uruguay,France,0,1,-1,0,False
1930,Uruguay,Brazil,1,2,-1,0,False
1930,Uruguay,Peru,1,3,-2,0,False
1930,Uruguay,Belgium,0,3,-3,0,False
1930,Uruguay,Mexico,1,4,-3,0,False
